source_year,energy_consumed,type,year,scenario
,0.17703422189418375,elec,2020,observed
,0.24281367976703525,elec,2021,observed
,0.32103064525607206,elec,2022,observed
,0.27525338080718,elec,2023,observed
,0.19553448931766612,elec,2024,observed
,0.10940431009382832,low-carbon_elec,2020,observed
,0.15402862234529383,low-carbon_elec,2021,observed
,0.2105810297417555,low-carbon_elec,2022,observed
,0.1959010548087137,low-carbon_elec,2023,observed
,0.14426942284124286,low-carbon_elec,2024,observed
,0.8229657781058163,fossil,2020,observed
,0.7571863202329647,fossil,2021,observed
,0.6789693547439279,fossil,2022,observed
,0.72474661919282,fossil,2023,observed
,0.8044655106823339,fossil,2024,observed
,0.18545999401593907,elec,2014,historical
,0.814540005984061,fossil,2014,historical
,0.1186969202939712,lowcarbon_elec,2014,historical
,0.1841441358503772,elec,2015,historical
,0.8158558641496227,fossil,2015,historical
,0.11565927424825867,lowcarbon_elec,2015,historical
,0.1884830999910152,elec,2016,historical
,0.8115169000089848,fossil,2016,historical
,0.11410677006984295,lowcarbon_elec,2016,historical
,0.18410412657773637,elec,2017,historical
,0.8158958734222637,fossil,2017,historical
,0.10950057103256619,lowcarbon_elec,2017,historical
,0.18326727929335823,elec,2018,historical
,0.8167327207066417,fossil,2018,historical
,0.11150427289299487,lowcarbon_elec,2018,historical
,0.1855844692106192,elec,2019,historical
,0.8144155307893808,fossil,2019,historical
,0.1136352978042852,lowcarbon_elec,2019,historical
,0.1888112187642207,elec,2020,historical
,0.8111887812357793,fossil,2020,historical
,0.11668230529587291,lowcarbon_elec,2020,historical
,0.24541553716671288,elec,2025,all_years
,0.18815387244581105,lowcarbon_elec,2025,all_years
,0.49283165981507854,fossil,2025,all_years
,0.2550057344509583,elec,2026,all_years
,0.20359104496947994,lowcarbon_elec,2026,all_years
,0.48324146253083317,fossil,2026,all_years
,0.26248647665781943,elec,2027,all_years
,0.21788528534129004,lowcarbon_elec,2027,all_years
,0.47576072032397193,fossil,2027,all_years
,0.26735399307991925,elec,2028,all_years
,0.2304018189784993,lowcarbon_elec,2028,all_years
,0.4708932039018721,fossil,2028,all_years
,0.2698939765613917,elec,2029,all_years
,0.24114736301308967,lowcarbon_elec,2029,all_years
,0.4683532204203998,fossil,2029,all_years
,0.27384059060587873,elec,2030,all_years
,0.2533553651016257,lowcarbon_elec,2030,all_years
,0.46440660637591274,fossil,2030,all_years
,0.27789169601274466,elec,2031,all_years
,0.2659135987145305,lowcarbon_elec,2031,all_years
,0.4603555009690467,fossil,2031,all_years
,0.28194710576149556,elec,2032,all_years
,0.27873295721735836,lowcarbon_elec,2032,all_years
,0.45630009122029586,fossil,2032,all_years
,0.28600251551024647,elec,2033,all_years
,0.28600251551024647,lowcarbon_elec,2033,all_years
,0.45224468147154495,fossil,2033,all_years
,0.29032713302077456,elec,2034,all_years
,0.29032713302077456,lowcarbon_elec,2034,all_years
,0.4479200639610168,fossil,2034,all_years
,0.2943062331595858,elec,2035,all_years
,0.2943062331595858,lowcarbon_elec,2035,all_years
,0.44394096382220555,fossil,2035,all_years
,0.2982853332983972,elec,2036,all_years
,0.2982853332983972,lowcarbon_elec,2036,all_years
,0.4399618636833943,fossil,2036,all_years
,0.3022644334372084,elec,2037,all_years
,0.3022644334372084,lowcarbon_elec,2037,all_years
,0.43598276354458293,fossil,2037,all_years
,0.30624353357601974,elec,2038,all_years
,0.30624353357601974,lowcarbon_elec,2038,all_years
,0.43200366340577173,fossil,2038,all_years
,0.30897104875539133,elec,2039,all_years
,0.30897104875539133,lowcarbon_elec,2039,all_years
,0.42927614822640014,fossil,2039,all_years
,0.3111133452220477,elec,2040,all_years
,0.3111133452220477,lowcarbon_elec,2040,all_years
,0.42713385175974367,fossil,2040,all_years
,0.3125486151446283,elec,2041,all_years
,0.3125486151446283,lowcarbon_elec,2041,all_years
,0.4256985818371631,fossil,2041,all_years
,0.31398388506720887,elec,2042,all_years
,0.31398388506720887,lowcarbon_elec,2042,all_years
,0.42426331191458255,fossil,2042,all_years
,0.3154278664902839,elec,2043,all_years
,0.3154278664902839,lowcarbon_elec,2043,all_years
,0.4228193304915075,fossil,2043,all_years
,0.3161887875403388,elec,2044,all_years
,0.3161887875403388,lowcarbon_elec,2044,all_years
,0.4220584094414526,fossil,2044,all_years
,0.31673450710297063,elec,2045,all_years
,0.31673450710297063,lowcarbon_elec,2045,all_years
,0.42151268987882085,fossil,2045,all_years
,0.3172802266656025,elec,2046,all_years
,0.3172802266656025,lowcarbon_elec,2046,all_years
,0.4209669703161889,fossil,2046,all_years
,0.31782594622823435,elec,2047,all_years
,0.31782594622823435,lowcarbon_elec,2047,all_years
,0.4204212507535571,fossil,2047,all_years
,0.3183716657908662,elec,2048,all_years
,0.3183716657908662,lowcarbon_elec,2048,all_years
